13 0.080 1
14 0.080 1
15 0.080 1
16 0.080 1
17 0.080 1
13 0.081 1
14 0.081 1
15 0.081 1
16 0.081 1
17 0.081 1
13 0.082 1
14 0.082 1
15 0.082 1
16 0.082 1
17 0.082 1
13 0.083 1
14 0.083 1
15 0.083 1
16 0.083 1
17 0.083 1
13 0.084 1
14 0.084 1
15 0.084 1
16 0.084 1
17 0.084 1
13 0.085 1
14 0.085 1
15 0.085 1
16 0.085 1
17 0.085 1
13 0.086 1
14 0.086 1
15 0.086 1
16 0.086 1
17 0.086 1
13 0.087 1
14 0.087 1
15 0.087 1
16 0.087 1
17 0.087 1
13 0.088 0.9287011336702382
14 0.088 1
15 0.088 1
16 0.088 1
17 0.088 1
13 0.089 0.9288843552980798
14 0.089 1
15 0.089 1
16 0.089 1
17 0.089 1
13 0.090 0.9289845378275375
14 0.090 1
15 0.090 1
16 0.090 1
17 0.090 1
13 0.091 0.9290370368474814
14 0.091 1
15 0.091 1
16 0.091 1
17 0.091 1
13 0.092 0.929068202740435
14 0.092 1
15 0.092 1
16 0.092 1
17 0.092 1
13 0.093 0.9290829110098734
14 0.093 0.928415972873756
15 0.093 1
16 0.093 1
17 0.093 1
13 0.094 0.9290935951856464
14 0.094 0.9286047710181151
15 0.094 1
16 0.094 1
17 0.094 1
13 0.095 0.9290867028761449
14 0.095 0.928724581117405
15 0.095 1
16 0.095 1
17 0.095 1
13 0.096 0.929088784749742
14 0.096 0.9287851461805449
15 0.096 1
16 0.096 1
17 0.096 1
13 0.097 0.9290813561802999
14 0.097 0.9288249112134569
15 0.097 1
16 0.097 1
17 0.097 1
13 0.098 0.9290869196508655
14 0.098 0.9288561540577287
15 0.098 0.9282214134246392
16 0.098 1
17 0.098 1
13 0.099 0.9290525958238133
14 0.099 0.9288420148491896
15 0.099 0.9284190748250555
16 0.099 1
17 0.099 1
13 0.100 0.9290517473327327
14 0.100 0.9288510986908532
15 0.100 0.9285580092524891
16 0.100 1
17 0.100 1
13 0.101 0.9290618270975416
14 0.101 0.9288666384177879
15 0.101 0.9286052554683624
16 0.101 1
17 0.101 1
13 0.102 0.9290617284969929
14 0.102 0.9288851747957144
15 0.102 0.9286608531412086
16 0.102 1
17 0.102 1
13 0.103 0.929076566563768
14 0.103 0.9288959248387952
15 0.103 0.9287023561169943
16 0.103 1
17 0.103 1
13 0.104 0.9290794128187035
14 0.104 0.9289167502595896
15 0.104 0.9287395867152602
16 0.104 0.9283416676694161
17 0.104 1
13 0.105 0.9290863183846718
14 0.105 0.9289229637281565
15 0.105 0.9287709688407642
16 0.105 0.9284892638523363
17 0.105 1
13 0.106 0.92910610961893
14 0.106 0.9289448488955979
15 0.106 0.9287912424241058
16 0.106 0.9285918641787225
17 0.106 1
13 0.107 0.929121370745449
14 0.107 0.9289624646531548
15 0.107 0.9288242231478764
16 0.107 0.9286566135811838
17 0.107 1
13 0.108 0.9291500124389955
14 0.108 0.9289922496672836
15 0.108 0.928843995135842
16 0.108 0.9287104872083018
17 0.108 1
13 0.109 0.9291706575700067
14 0.109 0.9290117053816866
15 0.109 0.9288794777837429
16 0.109 0.928758444202381
17 0.109 1
13 0.110 0.9292053854644357
14 0.110 0.9290469237030857
15 0.110 0.928917220456777
16 0.110 0.9288058300389639
17 0.110 0.9286071299285229
13 0.111 0.9292285356328566
14 0.111 0.9290853171077134
15 0.111 0.9289446585975926
16 0.111 0.9288387752709836
17 0.111 0.9287125694448752
13 0.112 0.9292574994933658
14 0.112 0.9291153953101967
15 0.112 0.9289870809336583
16 0.112 0.9288855308133742
17 0.112 0.9287933890132916
13 0.113 0.9293011761881895
14 0.113 0.9291567947377003
15 0.113 0.9290324211315308
16 0.113 0.928933782207161
17 0.113 0.9288608679173708
13 0.114 0.9293357838854106
14 0.114 0.9291923085134107
15 0.114 0.9290695422064933
16 0.114 0.9289815535323132
17 0.114 0.9289199019252157
13 0.115 0.9293732121936638
14 0.115 0.9292426859992147
15 0.115 0.9291177276076537
16 0.115 0.9290341741541104
